model_name,max_samples,n_estimators,max_features,max_depth,bootstrap,min_samples_split,min_samples_leaf,mae,rmse,r2,wmae,feat_importances,feat_split_counts,perm_imp_top10
RandomForest02,1.0,1300,0.6,20,True,2,3,1535.846839484695,3600.95506514813,0.9759754334919442,1535.8468394846946,"{""store"": 0.0005, ""dept"": 0.0067, ""type"": 0.0005, ""size"": 0.0017, ""isholiday"": 0.0, ""holidayimpact"": 0.0012, ""us_tax_return"": 0.0001, ""sp500_weekly_mean_close"": 0.0001, ""wmt_weekly_mean_close"": 0.0001, ""arcb_df_logistics_close"": 0.0001, ""ait_df_logistics_close"": 0.0001, ""ceva_df_logistics_close"": 0.0002, ""fdx_df_logistics_close"": 0.0001, ""saia_df_logistics_close"": 0.0001, ""tfii.to_df_logistics_close"": 0.0001, ""xpo_df_logistics_close"": 0.0001, ""odfl_df_logistics_close"": 0.0001, ""ups_df_logistics_close"": 0.0001, ""jbht_df_logistics_close"": 0.0001, ""dcoilwtico"": 0.0002, ""china_official_manufacturing_pmi"": 0.0001, ""china_official_services_pmi"": 0.0001, ""ism_manufacturing_pmi"": 0.0001, ""ism_services_pmi"": 0.0001, ""euro_manufacturing_pmi"": 0.0001, ""consumer_sentiment_umich"": 0.0001, ""us_personal_consumption_expenditures"": 0.0001, ""retail_sales_retail_and_food_services_usa"": 0.0001, ""us_tbill_3mo_yield"": 0.0002, ""us_fed_funds_rate"": 0.0001, ""cpi_food_beverages"": 0.0001, ""cpi_shelter"": 0.0001, ""cpi_medical_care"": 0.0001, ""cpi_transportation"": 0.0001, ""pce_healthcare_services"": 0.0, ""weekly_initial_jobless_claims"": 0.0002, ""rail_freight_carloads"": 0.0001, ""truck_tonnage_index"": 0.0001, ""cny_per_usd"": 0.0003, ""mxn_per_usd"": 0.0002, ""cad_per_usd"": 0.0003, ""inr_per_usd"": 0.0001, ""vnd_per_usd"": 0.0003, ""us_tax_canada"": 0.0, ""us_tax_china"": 0.0, ""us_tax_india"": 0.0, ""us_tax_mexico"": 0.0, ""us_tax_vietnam"": 0.0, ""markdown1"": 0.0, ""markdown2"": 0.0, ""markdown3"": 0.0, ""markdown4"": 0.0, ""markdown5"": 0.0, ""year"": 0.0, ""weekofyr"": 0.0007, ""lag_1"": 0.244, ""lag_4"": 0.1078, ""lag_52"": 0.6317, ""week_sin"": 0.0001, ""week_cos"": 0.0003, ""date_ordinal"": 0.0003}","{""store"": 2657914, ""dept"": 2792706, ""type"": 412574, ""size"": 2545049, ""isholiday"": 129765, ""holidayimpact"": 667754, ""us_tax_return"": 109106, ""sp500_weekly_mean_close"": 387092, ""wmt_weekly_mean_close"": 593497, ""arcb_df_logistics_close"": 573865, ""ait_df_logistics_close"": 386020, ""ceva_df_logistics_close"": 577254, ""fdx_df_logistics_close"": 380395, ""saia_df_logistics_close"": 544627, ""tfii.to_df_logistics_close"": 457860, ""xpo_df_logistics_close"": 582341, ""odfl_df_logistics_close"": 436826, ""ups_df_logistics_close"": 461723, ""jbht_df_logistics_close"": 413265, ""dcoilwtico"": 589513, ""china_official_manufacturing_pmi"": 181235, ""china_official_services_pmi"": 206996, ""ism_manufacturing_pmi"": 261417, ""ism_services_pmi"": 233657, ""euro_manufacturing_pmi"": 341195, ""consumer_sentiment_umich"": 223956, ""us_personal_consumption_expenditures"": 72988, ""retail_sales_retail_and_food_services_usa"": 109555, ""us_tbill_3mo_yield"": 652391, ""us_fed_funds_rate"": 137234, ""cpi_food_beverages"": 89331, ""cpi_shelter"": 84306, ""cpi_medical_care"": 86336, ""cpi_transportation"": 157214, ""pce_healthcare_services"": 30160, ""weekly_initial_jobless_claims"": 762158, ""rail_freight_carloads"": 287082, ""truck_tonnage_index"": 143326, ""cny_per_usd"": 487127, ""mxn_per_usd"": 491011, ""cad_per_usd"": 523945, ""inr_per_usd"": 546099, ""vnd_per_usd"": 813462, ""us_tax_canada"": 3017, ""us_tax_china"": 2544, ""us_tax_india"": 3112, ""us_tax_mexico"": 2540, ""us_tax_vietnam"": 2997, ""markdown1"": 0, ""markdown2"": 0, ""markdown3"": 0, ""markdown4"": 0, ""markdown5"": 0, ""year"": 2553, ""weekofyr"": 233401, ""lag_1"": 4197669, ""lag_4"": 4010032, ""lag_52"": 6095108, ""week_sin"": 402487, ""week_cos"": 411154, ""date_ordinal"": 273075}","{""ceva_df_logistics_close"": 59.43, ""type"": 56.56, ""mxn_per_usd"": 56.56, ""vnd_per_usd"": 56.34, ""arcb_df_logistics_close"": 56.12, ""holidayimpact"": 56.08, ""us_tax_return"": 56.05, ""china_official_manufacturing_pmi"": 55.44, ""dcoilwtico"": 54.9, ""week_sin"": 54.69}"
